Probe	Chr	StartPos	STRName	Strand	ProbeList	Match?
1589	12	44062755	trf171009	P	plus	Match
1590	12	44062908	trf171009	P	plus	Match
1591	12	52613034	trf173763	M	minus	Match
1592	12	52613045	trf173763	M	minus	Match
1593	12	52613293	trf173763	P	plus	Match
1594	12	52613307	trf173763	P	plus	Match
1595	12	53197002	trf173918	M	minus	Match
1596	12	53197274	trf173918	P	plus	Match
1597	12	56492249	ERBB3	M	minus	Match
1598	12	56492508	ERBB3	P	plus	Match
1599	12	57422419	MYO1A	M	minus	Match
1600	12	57422679	MYO1A	P	plus	Match
1601	12	58202355	nc-AVIL	M	minus	Match
1602	12	58202605	nc-AVIL	P	plus	Match
1603	12	69232957	MDM2_1_MDM2_2	M	minus	Match
1604	12	69233083	MDM2_1_MDM2_2	M	minus	Match
1605	12	69233219	MDM2_1_MDM2_2	P	plus	Match
1606	12	69233341	MDM2_1_MDM2_2	P	plus	Match
1607	12	79645610	trf181869	M	minus	Match
1608	12	79645864	trf181869	P	plus	Match
1609	12	90823164	trf185207	M	minus	Match
1610	12	90823311	trf185207	M	minus	Match
1611	12	90823417	trf185207	P	plus	Match
1612	12	90823560	trf185207	P	plus	Match
1613	12	98500890	trf187630	M	minus	Match
1614	12	98501152	trf187630	P	plus	Match
1615	12	103283015	trf188965	M	minus	Match
1616	12	103283273	trf188965	P	plus	Match
1617	12	103283253	trf188965	M	minus	Match
1618	12	103283514	trf188965	P	plus	Match
1619	12	111887496	nc-SH2B3	M	minus	Match
1620	12	111887756	nc-SH2B3	P	plus	Match
1621	12	116082645	trf193842	M	minus	Match
1622	12	116082879	trf193842	P	plus	Match
1623	12	117833540	trf194547	M	minus	Match
1624	12	117833695	trf194547	M	minus	Match
1625	12	117833826	trf194547	P	plus	Match
1626	12	117833955	trf194547	P	plus	Match
1627	12	126853956	trf198355	M	minus	Match
1628	12	126854216	trf198355	P	plus	Match
1629	12	128805590	trf199231	M	minus	Match
1630	12	128805850	trf199231	P	plus	Match
1631	12	133318649	trf202057	M	minus	Match
1632	12	133318907	trf202057	P	plus	Match
1633	13	27255194	WASF3	M	minus	Match
1634	13	27255458	WASF3	P	plus	Match
1635	13	28611193	FLT3	M	minus	Match
1636	13	28611452	FLT3	P	plus	Match
1637	13	32063879	trf206645	M	minus	Match
1638	13	32064092	trf206645	P	plus	Match
1639	13	32376308	RXFP2	M	minus	Match
1640	13	32376568	RXFP2	P	plus	Match
1641	13	32906456	BRCA2_1	M	minus	Match
1642	13	32906689	BRCA2_1	P	plus	Match
1643	13	32907306	BRCA2_2	M	minus	Match
1644	13	32907571	BRCA2_2	P	plus	Match
1645	13	32910966	BRCA2_3	M	minus	Match
1646	13	32911228	BRCA2_3	P	plus	Match
1647	13	32911238	BRCA2_4	M	minus	Match
1648	13	32911506	BRCA2_4	P	plus	Match
1649	13	32912214	BRCA2_5	M	minus	Match
1650	13	32912468	BRCA2_5	P	plus	Match
1651	13	32913446	BRCA2_6	M	minus	Match
1652	13	32913720	BRCA2_6	P	plus	Match
1653	13	32913662	BRCA2_7	M	minus	Match
1654	13	32913928	BRCA2_7	P	plus	Match
1655	13	32914722	BRCA2_8	M	minus	Match
1656	13	32915066	BRCA2_8	P	plus	Match
1657	13	32953503	BRCA2_9	M	minus	Match
1658	13	32953768	BRCA2_9	P	plus	Match
1659	13	32953824	BRCA2_10	M	minus	Match
1660	13	32954086	BRCA2_10	P	plus	Match
1661	13	32954078	BRCA2_11	M	minus	Match
1662	13	32954352	BRCA2_11	P	plus	Match
1663	13	34008826	trf207164	M	minus	Match
1664	13	34008958	trf207164	M	minus	Match
1665	13	34009087	trf207164	P	plus	Match
1666	13	34009219	trf207164	P	plus	Match
1667	13	34397973	RFC3	M	minus	Match
1668	13	34398221	RFC3	P	plus	Match
1669	13	38738490	trf208395	M	minus	Match
1670	13	38738751	trf208395	P	plus	Match
1671	13	48881390	RB1	M	minus	Match
1672	13	48881666	RB1	P	plus	Match
1673	13	51530510	RNASEH2B	M	minus	Match
1674	13	51530785	RNASEH2B	P	plus	Match
1675	13	55106010	trf212888	M	minus	Match
1676	13	55106013	trf212888	M	minus	Match
1677	13	55106268	trf212888	P	plus	Match
1678	13	55106293	trf212888	P	plus	Match
1679	13	73874736	trf218387	M	minus	Match
1680	13	73874997	trf218387	P	plus	Match
1681	13	82722005	trf220749	M	minus	Match
1682	13	82722107	trf220749	M	minus	Match
1683	13	82722266	trf220749	P	plus	Match
1684	13	82722371	trf220749	P	plus	Match
1685	13	89694847	trf222911	M	minus	Match
1686	13	89695107	trf222911	P	plus	Match
1687	13	94763542	trf224462	M	minus	Match
1688	13	94763821	trf224462	P	plus	Match
1689	13	97951758	trf225349	M	minus	Match
1690	13	97952019	trf225349	P	plus	Match
1691	13	99631285	trf225880_trf225881	M	minus	Match
1692	13	99631545	trf225880_trf225881	P	plus	Match
1693	13	103524423	ERCC5_1_ERCC5_2	M	minus	Match
1694	13	103524694	ERCC5_1_ERCC5_2	P	plus	Match
1695	13	106132728	trf227813	M	minus	Match
1696	13	106132993	trf227813	P	plus	Match
1697	13	107888830	trf228355	M	minus	Match
1698	13	107888971	trf228355	M	minus	Match
1699	13	107889081	trf228355	P	plus	Match
1700	13	107889252	trf228355	P	plus	Match
1701	13	110407452	nc-IRS2	M	minus	Match
1702	13	110407712	nc-IRS2	P	plus	Match
1703	13	112289603	trf229970	M	minus	Match
1704	13	112289615	trf229970	M	minus	Match
1705	13	112289873	trf229970	P	plus	Match
1706	13	112289878	trf229970	P	plus	Match
1707	13	112795367	trf230188	M	minus	Match
1708	13	112795627	trf230188	P	plus	Match
1709	14	23652265	NR-21_14	M	minus	Match
1710	14	23652524	NR-21_14	P	plus	Match
1711	14	25748805	trf234031	M	minus	Match
1712	14	25748862	trf234031	M	minus	Match
1713	14	25749068	trf234031	P	plus	Match
1714	14	25749114	trf234031	P	plus	Match
1715	14	26655845	trf234243	M	minus	Match
1716	14	26656104	trf234243	P	plus	Match
1717	14	32534556	trf235944	M	minus	Match
1718	14	32534819	trf235944	P	plus	Match
1719	14	33753773	trf236258	M	minus	Match
1720	14	33753899	trf236258	M	minus	Match
1721	14	33754031	trf236258	P	plus	Match
1722	14	33754160	trf236258	P	plus	Match
1723	14	34653722	trf236433	M	minus	Match
1724	14	34653984	trf236433	P	plus	Match
1725	14	39416789	trf237891	M	minus	Match
1726	14	39417048	trf237891	P	plus	Match
1727	14	48081248	trf240392	M	minus	Match
1728	14	48081309	trf240392	M	minus	Match
1729	14	48081506	trf240392	P	plus	Match
1730	14	48081556	trf240392	P	plus	Match
1731	14	57292868	trf242799	M	minus	Match
1732	14	57293125	trf242799	P	plus	Match
1733	14	61396781	trf243853	M	minus	Match
1734	14	61397038	trf243853	P	plus	Match
1735	14	70220189	trf246421	M	minus	Match
1736	14	70220287	trf246421	M	minus	Match
1737	14	70220393	trf246421	P	plus	Match
1738	14	70220587	trf246421	P	plus	Match
1739	14	73776271	trf247572	M	minus	Match
1740	14	73776569	trf247572	P	plus	Match
1741	14	75514414	MLH3	M	minus	Match
1742	14	75514675	MLH3	P	plus	Match
1743	14	75613442	trf248226	M	minus	Match
1744	14	75613696	trf248226	P	plus	Match
1745	14	82254011	trf250180	M	minus	Match
1746	14	82254272	trf250180	P	plus	Match
1747	14	82254278	trf250180	P	plus	Match
1748	14	89456891	trf252367	M	minus	Match
1749	14	89456949	trf252367	M	minus	Match
1750	14	89457142	trf252367	P	plus	Match
1751	14	89457200	trf252367	P	plus	Match
1752	14	92202692	trf253327_trf253328	M	minus	Match
1753	14	92202957	trf253327_trf253328	P	plus	Match
1754	14	94379682	trf254028	M	minus	Match
1755	14	94379746	trf254028	M	minus	Match
1756	14	94379941	trf254028	P	plus	Match
1757	14	94380003	trf254028	P	plus	Match
1758	14	95308224	D14S1434_trf254339	M	minus	Match
1759	14	95308360	D14S1434_trf254339	M	minus	Match
1760	14	95308502	D14S1434_trf254339	P	plus	Match
1761	14	95308620	D14S1434_trf254339	P	plus	Match
1762	14	97533378	trf255153	M	minus	Match
1763	14	97533458	trf255153	M	minus	Match
1764	14	97533650	trf255153	P	plus	Match
1765	14	97533712	trf255153	P	plus	Match
1766	14	98267390	trf255383	M	minus	Match
1767	14	98267650	trf255383	P	plus	Match
1768	14	99217431	trf255708	M	minus	Match
1769	14	99217509	trf255708	M	minus	Match
1770	14	99217693	trf255708	P	plus	Match
1771	14	99217770	trf255708	P	plus	Match
1772	14	100619393	trf256188	M	minus	Match
1773	14	100619549	trf256188	M	minus	Match
1774	14	100619695	trf256188	P	plus	Match
1775	14	100619811	trf256188	P	plus	Match
1776	14	102549334	HSP90AA1	M	minus	Match
1777	14	102549630	HSP90AA1	P	plus	Match
1778	14	105977948	trf258746	M	minus	Match
1779	14	105978208	trf258746	P	plus	Match
1780	15	25130686	trf261229	M	minus	Match
1781	15	25130803	trf261229	M	minus	Match
1782	15	25130943	trf261229	P	plus	Match
1783	15	25131054	trf261229	P	plus	Match
1784	15	26181450	trf261509	M	minus	Match
1785	15	26181558	trf261509	M	minus	Match
1786	15	26181710	trf261509	P	plus	Match
1787	15	26181823	trf261509	P	plus	Match
1788	15	27390661	trf261918	M	minus	Match
1789	15	27390674	trf261918	M	minus	Match
1790	15	27390912	trf261918	P	plus	Match
1791	15	27390937	trf261918	P	plus	Match
1792	15	31260679	trf263409	M	minus	Match
1793	15	31260955	trf263409	P	plus	Match
1794	15	36993106	trf265008_trf265009_trf265010	M	minus	Match
1795	15	36993248	trf265008_trf265009_trf265010	M	minus	Match
1796	15	36993389	trf265008_trf265009_trf265010	P	plus	Match
1797	15	36993503	trf265008_trf265009_trf265010	P	plus	Match
1798	15	46373916	trf267879	M	minus	Match
1799	15	46374003	trf267879	M	minus	Match
1800	15	46374175	trf267879	P	plus	Match
1801	15	46374261	trf267879	P	plus	Match
1802	15	59713790	trf271502	M	minus	Match
1803	15	59713866	trf271502	M	minus	Match
1804	15	59714048	trf271502	P	plus	Match
1805	15	59714126	trf271502	P	plus	Match
1806	15	65339927	trf273189	M	minus	Match
1807	15	65340063	trf273189	M	minus	Match
1808	15	65340187	trf273189	P	plus	Match
1809	15	65340386	trf273189	P	plus	Match
1810	15	74230453	trf275988	M	minus	Match
1811	15	74230710	trf275988	P	plus	Match
1812	15	84158487	trf279055_trf279056	M	minus	Match
1813	15	84158537	trf279055_trf279056	M	minus	Match
1814	15	84158745	trf279055_trf279056	P	plus	Match
1815	15	84158796	trf279055_trf279056	P	plus	Match
1816	15	87976048	trf280160	M	minus	Match
1817	15	87976292	trf280160	P	plus	Match
1818	15	88524349	NTRK3	M	minus	Match
1819	15	88524612	NTRK3	P	plus	Match
1820	15	91303978	BLM_1	M	minus	Match
1821	15	91304239	BLM_1	P	plus	Match
1822	15	91310124	BLM_2	M	minus	Match
1823	15	91310371	BLM_2	P	plus	Match
1824	15	92517375	trf281749	M	minus	Match
1825	15	92517630	trf281749	P	plus	Match
1826	15	93480626	CHD2_1	M	minus	Match
1827	15	93480885	CHD2_1	P	plus	Match
1828	15	93486101	CHD2_2	M	minus	Match
1829	15	93486363	CHD2_2	P	plus	Match
1830	15	93540182	CHD2_3	M	minus	Match
1831	15	93540438	CHD2_3	P	plus	Match
1832	15	93545284	CHD2_4	M	minus	Match
1833	15	93545545	CHD2_4	P	plus	Match
1834	15	93838574	trf282117	M	minus	Match
1835	15	93838832	trf282117	P	plus	Match
1836	15	95019691	trf282558	M	minus	Match
1837	15	95019738	trf282558	M	minus	Match
1838	15	95019951	trf282558	P	plus	Match
1839	15	95020001	trf282558	P	plus	Match
1840	15	96037968	nc-LOC154820	M	minus	Match
1841	15	96038228	nc-LOC154820	P	plus	Match
1842	15	98333605	trf283528	M	minus	Match
1843	15	98333646	trf283528	M	minus	Match
1844	15	98333865	trf283528	P	plus	Match
1845	15	98333904	trf283528	P	plus	Match
1846	16	2001667	trf286089	M	minus	Match
1847	16	2001914	trf286089	P	plus	Match
1848	16	2114246	TSC2_1	M	minus	Match
1849	16	2114508	TSC2_1	P	plus	Match
1850	16	2121623	TSC2_2	M	minus	Match
1851	16	2121894	TSC2_2	P	plus	Match
1852	16	3779092	CREBBP_1	M	minus	Match
1853	16	3779389	CREBBP_1	P	plus	Match
1854	16	3817628	CREBBP_2	M	minus	Match
1855	16	3817891	CREBBP_2	P	plus	Match
1856	16	4862152	GLYR1	M	minus	Match
1857	16	4862404	GLYR1	P	plus	Match
1858	16	8371389	trf288847	M	minus	Match
1859	16	8371589	trf288847	M	minus	Match
1860	16	8371714	trf288847	P	plus	Match
1861	16	8371880	trf288847	P	plus	Match
1862	16	12139247	trf290472	M	minus	Match
1863	16	12139562	trf290472	P	plus	Match
1864	16	14335655	trf291274	M	minus	Match
1865	16	14335914	trf291274	P	plus	Match
1866	16	15802525	MYH11	M	minus	Match
1867	16	15802778	MYH11	P	plus	Match
1868	16	23037529	trf295192	M	minus	Match
1869	16	23037788	trf295192	P	plus	Match
1870	16	23749361	trf295492	M	minus	Match
1871	16	23749638	trf295492	P	plus	Match
1872	16	26158692	trf296595	M	minus	Match
1873	16	26158957	trf296595	P	plus	Match
1874	16	51192177	trf303389	M	minus	Match
1875	16	51192510	trf303389	P	plus	Match
1876	16	54147626	nc-FTO	M	minus	Match
1877	16	54148012	nc-FTO	P	plus	Match
1878	16	54786525	trf304524	M	minus	Match
1879	16	54786776	trf304524	P	plus	Match
1880	16	57354292	trf305418	M	minus	Match
1881	16	57354552	trf305418	P	plus	Match
1882	16	59892923	trf306473	M	minus	Match
1883	16	59893183	trf306473	P	plus	Match
1884	16	62113330	trf307225	M	minus	Match
1885	16	62113451	trf307225	M	minus	Match
1886	16	62113595	trf307225	P	plus	Match
1887	16	62113706	trf307225	P	plus	Match
1888	16	63798046	trf307784_trf307783	M	minus	Match
1889	16	63798080	trf307784_trf307783	M	minus	Match
1890	16	63798304	trf307784_trf307783	P	plus	Match
1891	16	63798342	trf307784_trf307783	P	plus	Match
1892	16	63798343	trf307784_trf307783	P	plus	Match
1893	16	68849411	CDH1	M	minus	Match
1894	16	68849679	CDH1	P	plus	Match
1895	16	71735000	trf310713	M	minus	Match
1896	16	71735116	trf310713	M	minus	Match
1897	16	71735265	trf310713	P	plus	Match
1898	16	71735368	trf310713	P	plus	Match
1899	16	76075790	trf312150	M	minus	Match
1900	16	76075816	trf312150	M	minus	Match
1901	16	76076073	trf312150	P	plus	Match
1902	16	76076075	trf312150	P	plus	Match
1903	16	79124042	trf313102	M	minus	Match
1904	16	79124316	trf313102	P	plus	Match
1905	16	80692784	trf313695_trf313696	M	minus	Match
1906	16	80692910	trf313695_trf313696	M	minus	Match
1907	16	80693042	trf313695_trf313696	P	plus	Match
1908	16	80693164	trf313695_trf313696	P	plus	Match
1909	16	82911445	trf314585	M	minus	Match
1910	16	82911706	trf314585	P	plus	Match
1911	16	84717559	trf315282	M	minus	Match
1912	16	84717727	trf315282	M	minus	Match
1913	16	84717836	trf315282	P	plus	Match
1914	16	84717996	trf315282	P	plus	Match
1915	16	86386142	D16S539	M	minus	Match
1916	16	86386400	D16S539	P	plus	Match
1917	16	87973376	trf317110	M	minus	Match
1918	16	87973501	trf317110	M	minus	Match
1919	16	87973627	trf317110	P	plus	Match
1920	16	87973794	trf317110	P	plus	Match
1921	17	3666503	trf320892	M	minus	Match
1922	17	3666762	trf320892	P	plus	Match
1923	17	6333007	trf322048_trf322049	M	minus	Match
1924	17	6333077	trf322048_trf322049	M	minus	Match
1925	17	6333266	trf322048_trf322049	P	plus	Match
1926	17	6333336	trf322048_trf322049	P	plus	Match
1927	17	9657477	trf323475	M	minus	Match
1928	17	9657528	trf323475	M	minus	Match
1929	17	9657741	trf323475	P	plus	Match
1930	17	9657777	trf323475	P	plus	Match
1931	17	10518456	trf323809	M	minus	Match
1932	17	10518797	trf323809	P	plus	Match
1933	17	10859293	trf323947	M	minus	Match
1934	17	10859554	trf323947	P	plus	Match
1935	17	13116766	trf324755	M	minus	Match
1936	17	13117023	trf324755	P	plus	Match
1937	17	17054224	trf326136	M	minus	Match
1938	17	17054495	trf326136	P	plus	Match
1939	17	17264452	trf326214	M	minus	Match
1940	17	17264713	trf326214	P	plus	Match
1941	17	28382163	trf329282	M	minus	Match
1942	17	28382405	trf329282	P	plus	Match
1943	17	28382543	trf329282	P	plus	Match
1944	17	29485946	NF1_1_NF1_2	M	minus	Match
1945	17	29486206	NF1_1_NF1_2	P	plus	Match
1946	17	29553356	NF1_3	M	minus	Match
1947	17	29553604	NF1_3	P	plus	Match
1948	17	29579880	NF1_4	M	minus	Match
1949	17	29580129	NF1_4	P	plus	Match
1950	17	29664457	NF1_5	M	minus	Match
1951	17	29664724	NF1_5	P	plus	Match
1952	17	31952068	trf330654	M	minus	Match
1953	17	31952328	trf330654	P	plus	Match
1954	17	33803303	trf331205	M	minus	Match
1955	17	33803308	trf331205	M	minus	Match
1956	17	33803562	trf331205	P	plus	Match
1957	17	33803614	trf331205	P	plus	Match
1958	17	37152093	trf332419_D17S250	M	minus	Match
1959	17	37152356	trf332419_D17S250	P	plus	Match
2024	17	38994347	trf333143	M	minus	Match
2025	17	38994371	trf333143	M	minus	Match
2026	17	38994600	trf333143	P	plus	Match
2027	17	38994631	trf333143	P	plus	Match
2028	17	40532311	nc-STAT3	M	minus	Match
2029	17	40532702	nc-STAT3	P	plus	Match
2030	17	41215764	BRCA1_1	M	minus	Match
2031	17	41216026	BRCA1_1	P	plus	Match
2032	17	41245420	BRCA1_2	M	minus	Match
2033	17	41245686	BRCA1_2	P	plus	Match
2034	17	41246333	BRCA1_3	M	minus	Match
2035	17	41246608	BRCA1_3	P	plus	Match
2036	17	46673089	trf336428	M	minus	Match
2037	17	46673354	trf336428	P	plus	Match
2038	17	48266459	COL1A1	M	minus	Match
2039	17	48266718	COL1A1	P	plus	Match
2040	17	48433882	XYLT2	M	minus	Match
2041	17	48434136	XYLT2	P	plus	Match
2042	17	55299774	trf339177	M	minus	Match
2043	17	55299900	trf339177	M	minus	Match
2044	17	55300028	trf339177	P	plus	Match
2045	17	55300152	trf339177	P	plus	Match
2046	17	56331438	trf339494	M	minus	Match
2047	17	56331696	trf339494	P	plus	Match
2048	17	66547750	trf343233	M	minus	Match
2049	17	66548012	trf343233	P	plus	Match
2050	17	68500952	trf343926	M	minus	Match
2051	17	68500979	trf343926	M	minus	Match
2052	17	68501220	trf343926	P	plus	Match
2053	17	68501238	trf343926	P	plus	Match
2054	17	69897598	trf344422	M	minus	Match
2055	17	69897861	trf344422	P	plus	Match
2056	17	72680893	trf345611_D17S1301	M	minus	Match
2057	17	72681149	trf345611_D17S1301	P	plus	Match
2058	17	75602889	trf346884_trf346885	M	minus	Match
2059	17	75603149	trf346884_trf346885	P	plus	Match
2060	17	75603160	trf346884_trf346885	P	plus	Match
2061	17	75892251	trf347093	M	minus	Match
2062	17	75892508	trf347093	P	plus	Match
2063	17	76101620	nc-TNRC6C	M	minus	Match
2064	17	76101879	nc-TNRC6C	P	plus	Match
2065	17	77802217	trf348046_trf348047	M	minus	Match
2066	17	77802478	trf348046_trf348047	P	plus	Match
2067	17	78600474	trf348516	M	minus	Match
2068	17	78600730	trf348516	P	plus	Match
2069	18	2123086	trf350833	M	minus	Match
2070	18	2123188	trf350833	M	minus	Match
2071	18	2123354	trf350833	P	plus	Match
2072	18	2123448	trf350833	P	plus	Match
2073	18	3157527	trf351132	M	minus	Match
2074	18	3157793	trf351132	P	plus	Match
2075	18	3870449	trf351365	M	minus	Match
2076	18	3870708	trf351365	P	plus	Match
2077	18	5337373	trf351719_trf351718	M	minus	Match
2078	18	5337434	trf351719_trf351718	M	minus	Match
2079	18	5337493	trf351719_trf351718	M	minus	Match
2080	18	5337637	trf351719_trf351718	P	plus	Match
2081	18	5337689	trf351719_trf351718	P	plus	Match
2082	18	5337742	trf351719_trf351718	P	plus	Match
2083	18	6313934	trf351956	M	minus	Match
2084	18	6314194	trf351956	P	plus	Match
2085	18	7286322	trf352251	M	minus	Match
2086	18	7286582	trf352251	P	plus	Match
2087	18	9857454	trf352975	M	minus	Match
2088	18	9857734	trf352975	P	plus	Match
2089	18	19916542	trf355424	M	minus	Match
2090	18	19916549	trf355424	M	minus	Match
2091	18	19916802	trf355424	P	plus	Match
2092	18	19916829	trf355424	P	plus	Match
2093	18	22443455	trf356169	M	minus	Match
2094	18	22443557	trf356169	M	minus	Match
2095	18	22443715	trf356169	P	plus	Match
2096	18	22443810	trf356169	P	plus	Match
2097	18	26725055	trf357272	M	minus	Match
2098	18	26725315	trf357272	P	plus	Match
2099	18	28695709	trf357840	M	minus	Match
2100	18	28695981	trf357840	P	plus	Match
2101	18	33133860	trf359092	M	minus	Match
2102	18	33133890	trf359092	M	minus	Match
2103	18	33134112	trf359092	P	plus	Match
2104	18	33134153	trf359092	P	plus	Match
2105	18	38148715	trf360424	M	minus	Match
2106	18	38148970	trf360424	P	plus	Match
2107	18	57013106	LMAN1	M	minus	Match
2108	18	57013367	LMAN1	P	plus	Match
2109	18	57557096	trf366104	M	minus	Match
2110	18	57557130	trf366104	M	minus	Match
2111	18	57557354	trf366104	P	plus	Match
2112	18	57557396	trf366104	P	plus	Match
2113	18	58819832	trf366452	M	minus	Match
2114	18	58820092	trf366452	P	plus	Match
2115	18	60948848	D18S51	M	minus	Match
2116	18	60949106	D18S51	P	plus	Match
2117	18	65910198	trf368782	M	minus	Match
2118	18	65910228	trf368782	M	minus	Match
2119	18	65910456	trf368782	P	plus	Match
2120	18	65910488	trf368782	P	plus	Match
2121	18	68913496	trf369725	M	minus	Match
2122	18	68913759	trf369725	P	plus	Match
2123	18	70762394	trf370314	M	minus	Match
2124	18	70762661	trf370314	P	plus	Match
2125	18	73110586	trf371067	M	minus	Match
2126	18	73110729	trf371067	M	minus	Match
2127	18	73110863	trf371067	P	plus	Match
2128	18	73110978	trf371067	P	plus	Match
2129	18	77851896	trf373833	M	minus	Match
2130	18	77852159	trf373833	P	plus	Match
2131	19	3075741	trf376313	M	minus	Match
2132	19	3076007	trf376313	P	plus	Match
2133	19	9804653	trf381039	M	minus	Match
2134	19	9804766	trf381039	M	minus	Match
2135	19	9804919	trf381039	P	plus	Match
2136	19	9805027	trf381039	P	plus	Match
2137	19	10261992	DNMT1_1	M	minus	Match
2138	19	10262255	DNMT1_1	P	plus	Match
2139	19	10270519	DNMT1_2	M	minus	Match
2140	19	10270790	DNMT1_2	P	plus	Match
2141	19	10290989	DNMT1_3	M	minus	Match
2142	19	10291246	DNMT1_3	P	plus	Match
2143	19	11563760	nc-ELAVL3	M	minus	Match
2144	19	11564043	nc-ELAVL3	P	plus	Match
2145	19	11577495	ELAVL3	M	minus	Match
2146	19	11577755	ELAVL3	P	plus	Match
2147	19	12381680	trf382513	M	minus	Match
2148	19	12381937	trf382513	P	plus	Match
2149	19	14910429	OR7C1	M	minus	Match
2150	19	14910703	OR7C1	P	plus	Match
2151	19	15728170	trf384556	M	minus	Match
2152	19	15728432	trf384556	P	plus	Match
2153	19	30416928	trf390422_D19S433	M	minus	Match
2154	19	30417078	trf390422_D19S433	M	minus	Match
2155	19	30417201	trf390422_D19S433	P	plus	Match
2156	19	30417400	trf390422_D19S433	P	plus	Match
2157	19	34098093	trf392136	M	minus	Match
2158	19	34098360	trf392136	P	plus	Match
2159	19	35174924	nc-ZNF302	M	minus	Match
2160	19	35175217	nc-ZNF302	P	plus	Match
2161	19	44268377	trf396738	M	minus	Match
2162	19	44268454	trf396738	M	minus	Match
2163	19	44268637	trf396738	P	plus	Match
2164	19	44268721	trf396738	P	plus	Match
2165	19	46214503	nc-FBXO46	M	minus	Match
2166	19	46214760	nc-FBXO46	P	plus	Match
2167	19	49106004	trf399305	M	minus	Match
2168	19	49106331	trf399305	P	plus	Match
2169	19	49458796	BAX	M	minus	Match
2170	19	49459059	BAX	P	plus	Match
2171	19	49850384	TEAD2	M	minus	Match
2172	19	49850646	TEAD2	P	plus	Match
2173	19	49982015	FLT3LG	M	minus	Match
2174	19	49982256	FLT3LG	P	plus	Match
2175	20	559155	trf479207	M	minus	Match
2176	20	559410	trf479207	P	plus	Match
2177	20	3465389	trf480146	M	minus	Match
2178	20	3465652	trf480146	P	plus	Match
2179	20	4506154	trf480521_D20S482	M	minus	Match
2180	20	4506267	trf480521_D20S482	M	minus	Match
2181	20	4506413	trf480521_D20S482	P	plus	Match
2182	20	4506527	trf480521_D20S482	P	plus	Match
2183	20	4850387	SLC23A2	M	minus	Match
2184	20	4850647	SLC23A2	P	plus	Match
2185	20	5819959	trf480980	M	minus	Match
2186	20	5819982	trf480980	M	minus	Match
2187	20	5820221	trf480980	P	plus	Match
2188	20	5820253	trf480980	P	plus	Match
2189	20	7326105	trf481436	M	minus	Match
2190	20	7326194	trf481436	M	minus	Match
2191	20	7326386	trf481436	P	plus	Match
2192	20	7326457	trf481436	P	plus	Match
2193	20	8861854	trf481858	M	minus	Match
2194	20	8862121	trf481858	P	plus	Match
2195	20	12584202	trf482831	M	minus	Match
2196	20	12584258	trf482831	M	minus	Match
2197	20	12584464	trf482831	P	plus	Match
2198	20	12584520	trf482831	P	plus	Match
2199	20	15297965	trf483589	M	minus	Match
2200	20	15298028	trf483589	M	minus	Match
2201	20	15298224	trf483589	P	plus	Match
2202	20	15298284	trf483589	P	plus	Match
2203	20	15604169	trf483667	M	minus	Match
2204	20	15604248	trf483667	M	minus	Match
2205	20	15604435	trf483667	P	plus	Match
2206	20	15604513	trf483667	P	plus	Match
2207	20	16621958	trf483962	M	minus	Match
2208	20	16622088	trf483962	M	minus	Match
2209	20	16622217	trf483962	P	plus	Match
2210	20	16622348	trf483962	P	plus	Match
2211	20	22412065	trf485592_trf485593	M	minus	Match
2212	20	22412071	trf485592_trf485593	M	minus	Match
2213	20	22412325	trf485592_trf485593	P	plus	Match
2214	20	22412341	trf485592_trf485593	P	plus	Match
2215	20	33465633	trf488761	M	minus	Match
2216	20	33465836	trf488761	P	plus	Match
2217	20	38796713	trf490811	M	minus	Match
2218	20	38796789	trf490811	M	minus	Match
2219	20	38796973	trf490811	P	plus	Match
2220	20	38797056	trf490811	P	plus	Match
2221	20	40646452	trf491341	M	minus	Match
2222	20	40646476	trf491341	M	minus	Match
2223	20	40646711	trf491341	P	plus	Match
2224	20	40646732	trf491341	P	plus	Match
2225	20	43837205	nc-SEMG1	M	minus	Match
2226	20	43837465	nc-SEMG1	P	plus	Match
2227	20	45874920	ZMYND8	M	minus	Match
2228	20	45875180	ZMYND8	P	plus	Match
2229	20	47956583	trf493846	M	minus	Match
2230	20	47956848	trf493846	P	plus	Match
2231	20	48537614	trf494081	M	minus	Match
2232	20	48537878	trf494081	P	plus	Match
2233	20	51857090	trf495418	M	minus	Match
2234	20	51857201	trf495418	M	minus	Match
2235	20	51857350	trf495418	P	plus	Match
2236	20	51857452	trf495418	P	plus	Match
2237	20	53865751	D20S1082	M	minus	Match
2238	20	53866021	D20S1082	P	plus	Match
2239	20	56664390	trf497235_trf497236	M	minus	Match
2240	20	56664761	trf497235_trf497236	P	plus	Match
2241	20	56823355	trf497296	M	minus	Match
2242	20	56823694	trf497296	P	plus	Match
2243	20	57053249	trf497381	M	minus	Match
2244	20	57053364	trf497381	M	minus	Match
2245	20	57053513	trf497381	P	plus	Match
2246	20	57053655	trf497381	P	plus	Match
2247	21	17343426	trf502392	M	minus	Match
2248	21	17343666	trf502392	P	plus	Match
2249	21	20554255	D21S11	M	minus	Match
2250	21	20554544	D21S11	P	plus	Match
2251	21	21356103	trf503624	M	minus	Match
2252	21	21356375	trf503624	P	plus	Match
2253	21	21646666	trf503732	M	minus	Match
2254	21	21646817	trf503732	M	minus	Match
2255	21	21646930	trf503732	P	plus	Match
2256	21	21647083	trf503732	P	plus	Match
